account,sector,year_established,revenue,employees,office_location,subsidiary_of,Table,Field,Description,product,series,sales_price,opportunity_id,sales_agent,deal_stage,engage_date,close_date,close_value,manager,regional_office
Sonron,,,,,,,,,,MG Special,,,JSNPH01N,Elease Gluck,Won,2017-05-31,2017-06-10,56.0,,
Gekko & Co,,,,,,,,,,GTX Basic,,,CQDULMXS,Garret Kinder,Won,2017-05-31,2017-08-05,607.0,,
Condax,,,,,,,,,,MG Special,,,VKM187MX,Gladys Colclough,Won,2017-05-31,2017-06-09,48.0,,
Nam-zim,,,,,,,,,,GTX Plus Basic,,,GIPPUV2F,Hayden Neloms,Engaging,2017-05-31,,,,
Singletechno,,,,,,,,,,GTX Basic,,,4IUJNFPF,James Ascencio,Lost,2017-05-31,2017-08-18,0.0,,
Blackzim,,,,,,,,,,GTX Basic,,,ZE7PM90V,James Ascencio,Won,2017-05-31,2017-08-23,570.0,,
Singletechno,,,,,,,,,,GTX Plus Basic,,,CAAYFKK8,James Ascencio,Won,2017-05-31,2017-06-04,1056.0,,
,,,,,,,,,,GTX Basic,,,HTBPSC2D,Kami Bicknell,Engaging,2017-05-31,,,,
Lexiqvolax,,,,,,,,,,GTX Basic,,,NQZNAEYQ,Kami Bicknell,Won,2017-05-31,2017-09-03,560.0,,
Plexzap,,,,,,,,,,GTX Plus Pro,,,J47DPNB5,Kary Hendrixson,Lost,2017-05-31,2017-08-03,0.0,,
Groovestreet,,,,,,,,,,GTX Basic,,,37B8ES7X,Kary Hendrixson,Won,2017-05-31,2017-06-21,588.0,,
Y-corporation,,,,,,,,,,GTXPro,,,KYABDCKE,Kary Hendrixson,Won,2017-05-31,2017-09-02,4356.0,,
Labdrill,,,,,,,,,,MG Special,,,3CP9VXC1,Kary Hendrixson,Won,2017-05-31,2017-08-15,69.0,,
Rangreen,,,,,,,,,,GTX Basic,,,9XGT3451,Lajuana Vencill,Won,2017-05-31,2017-08-02,505.0,,
Sonron,,,,,,,,,,GTX Basic,,,AG0H8IAZ,Markita Hansen,Won,2017-05-31,2017-09-23,510.0,,
Zoomit,,,,,,,,,,MG Advanced,,,28FTXKAB,Markita Hansen,Won,2017-05-31,2017-09-23,3722.0,,
,,,,,,,,,,MG Special,,,SIBR2J01,Maureen Marcano,Engaging,2017-05-31,,,,
Finjob,,,,,,,,,,GTX Plus Basic,,,ROUOR5L0,Maureen Marcano,Won,2017-05-31,2017-08-02,1145.0,,
Streethex,,,,,,,,,,MG Special,,,QPMZ5RG0,Moses Frase,Won,2017-05-31,2017-08-27,53.0,,
Kan-code,,,,,,,,,,GTX Plus Basic,,,2PMIYAFN,Reed Clapper,Won,2017-05-31,2017-06-15,1120.0,,
Initech,,,,,,,,,,MG Advanced,,,CRWE8FRT,Reed Clapper,Won,2017-05-31,2017-09-22,3404.0,,
Zumgoity,,,,,,,,,,MG Advanced,,,FC1LS6PY,Versie Hillebrand,Lost,2017-05-31,2017-06-08,0.0,,
Ron-tech,,,,,,,,,,MG Special,,,6FI9HAX7,Versie Hillebrand,Won,2017-05-31,2017-06-13,46.0,,
The New York Inquirer,,,,,,,,,,MG Special,,,JL86Q0B4,Wilburn Farren,Won,2017-05-31,2017-06-14,53.0,,
Singletechno,,,,,,,,,,GTX Basic,,,Y2A8EUBM,Zane Levy,Lost,2017-05-31,2017-08-20,0.0,,
Condax,,,,,,,,,,GTXPro,,,C2MKJA8V,Zane Levy,Won,2017-05-31,2017-06-05,4988.0,,
Rantouch,,,,,,,,,,MG Special,,,IJ4Y77D9,Zane Levy,Won,2017-05-31,2017-08-12,53.0,,
Isdom,,,,,,,,,,GTX Basic,,,CGCPVYNI,Anna Snelling,Won,2017-06-01,2017-06-08,523.0,,
Hottechi,,,,,,,,,,MG Special,,,ST8ZOXKI,Anna Snelling,Won,2017-06-01,2017-06-11,63.0,,
Stanredtax,,,,,,,,,,MG Special,,,P07OGZ3F,Anna Snelling,Won,2017-06-01,2017-08-28,54.0,,
Yearin,,,,,,,,,,GTX Plus Pro,,,0DLEXLEV,Boris Faz,Won,2017-06-01,2017-09-07,6117.0,,
Ontomedia,,,,,,,,,,GTX Plus Pro,,,27UN3UX8,Cassey Cress,Won,2017-06-01,2017-06-09,5112.0,,
Kan-code,,,,,,,,,,MG Advanced,,,NR5D7201,Corliss Cosme,Won,2017-06-01,2017-09-03,3527.0,,
,,,,,,,,,,GTXPro,,,UGTXH980,Daniell Hammack,Engaging,2017-06-01,,,,
Konmatfix,,,,,,,,,,GTX Plus Pro,,,LKBS2IJC,Darcel Schlecht,Lost,2017-06-01,2017-06-11,0.0,,
Finhigh,,,,,,,,,,MG Special,,,MFO940S8,Darcel Schlecht,Lost,2017-06-01,2017-08-24,0.0,,
Warephase,,,,,,,,,,MG Advanced,,,5O0597PP,Darcel Schlecht,Lost,2017-06-01,2017-08-07,0.0,,
Inity,,,,,,,,,,GTX Basic,,,C4FEG98K,Darcel Schlecht,Won,2017-06-01,2017-06-14,565.0,,
Ron-tech,,,,,,,,,,MG Advanced,,,EKH5O1HH,Darcel Schlecht,Won,2017-06-01,2017-06-09,3771.0,,
Fasehatice,,,,,,,,,,MG Advanced,,,BZ9C1LQT,Elease Gluck,Lost,2017-06-01,2017-08-09,0.0,,
Scottech,,,,,,,,,,GTX Plus Pro,,,ZT6D57ED,Gladys Colclough,Won,2017-06-01,2017-09-02,6274.0,,
Plexzap,,,,,,,,,,MG Advanced,,,NKERMTB8,Hayden Neloms,Lost,2017-06-01,2017-08-03,0.0,,
Sunnamplex,,,,,,,,,,MG Advanced,,,Q67320CY,Hayden Neloms,Won,2017-06-01,2017-08-17,3480.0,,
Fasehatice,,,,,,,,,,GTX Plus Pro,,,K5NFTQRI,James Ascencio,Won,2017-06-01,2017-08-16,5770.0,,
Hottechi,,,,,,,,,,MG Advanced,,,IJ7B896N,Kary Hendrixson,Lost,2017-06-01,2017-09-12,0.0,,
Statholdings,,,,,,,,,,GTX Plus Pro,,,8KBVRQHD,Lajuana Vencill,Lost,2017-06-01,2017-08-29,0.0,,
Rangreen,,,,,,,,,,GTX Basic,,,AGZ87JFX,Moses Frase,Lost,2017-06-01,2017-08-01,0.0,,
Domzoom,,,,,,,,,,GTX Basic,,,OBGCQ1BK,Niesha Huffines,Lost,2017-06-01,2017-09-21,0.0,,
Ron-tech,,,,,,,,,,GTX Basic,,,K05LLUU4,Niesha Huffines,Lost,2017-06-01,2017-09-25,0.0,,
Konex,,,,,,,,,,GTX Basic,,,9WISPXZW,Reed Clapper,Won,2017-06-01,2017-06-12,562.0,,
,,,,,,,,,,MG Special,,,ZTVWSE98,Rosalina Dieter,Engaging,2017-06-01,,,,
Mathtouch,,,,,,,,,,GTXPro,,,4ZGA57SX,Rosie Papadopoulos,Won,2017-06-01,2017-08-03,4686.0,,
Newex,,,,,,,,,,MG Advanced,,,6ONKN1IM,Vicki Laflamme,Lost,2017-06-01,2017-08-22,0.0,,
Opentech,,,,,,,,,,MG Special,,,JVIIWJDL,Violet Mclelland,Won,2017-06-01,2017-09-02,38.0,,
Finjob,,,,,,,,,,MG Advanced,,,W8M8XI8Y,Zane Levy,Won,2017-06-01,2017-08-05,3184.0,,
Rundofase,,,,,,,,,,GTX Plus Pro,,,MELHF0ZP,Anna Snelling,Won,2017-06-02,2017-09-17,5373.0,,
Bluth Company,,,,,,,,,,GTX Plus Basic,,,6SV2WYK4,Boris Faz,Won,2017-06-02,2017-09-05,1239.0,,
,,,,,,,,,,MG Advanced,,,SPV7OJTH,Cassey Cress,Engaging,2017-06-02,,,,
Isdom,,,,,,,,,,MG Advanced,,,6JEAYHOE,Cecily Lampkin,Lost,2017-06-02,2017-06-18,0.0,,
Streethex,,,,,,,,,,MG Special,,,IKQSEYPT,Cecily Lampkin,Won,2017-06-02,2017-06-12,52.0,,
Ganjaflex,,,,,,,,,,GTX Basic,,,ZN0FWO0L,Corliss Cosme,Won,2017-06-02,2017-09-19,651.0,,
dambase,,,,,,,,,,GTX Plus Pro,,,CPL37MZC,Darcel Schlecht,Won,2017-06-02,2017-08-02,6026.0,,
,,,,,,,,,,MG Advanced,,,N7G1TU1X,James Ascencio,Engaging,2017-06-02,,,,
Green-Plus,,,,,,,,,,GTX Plus Pro,,,GM68OLDH,James Ascencio,Won,2017-06-02,2017-09-05,5569.0,,
Dontechi,,,,,,,,,,GTX Basic,,,W604BPPE,Jonathan Berthelot,Lost,2017-06-02,2017-08-25,0.0,,
Hottechi,,,,,,,,,,GTX Basic,,,GIJ14130,Jonathan Berthelot,Won,2017-06-02,2017-09-04,519.0,,
Scotfind,,,,,,,,,,GTX Basic,,,CUA83384,Kami Bicknell,Won,2017-06-02,2017-09-05,558.0,,
Sonron,,,,,,,,,,GTX Basic,,,ZGQI86AQ,Kary Hendrixson,Won,2017-06-02,2017-09-05,523.0,,
Scotfind,,,,,,,,,,GTXPro,,,L8NLCWFS,Kary Hendrixson,Won,2017-06-02,2017-08-20,4869.0,,
Funholding,,,,,,,,,,MG Special,,,UPHLXZ3M,Lajuana Vencill,Lost,2017-06-02,2017-08-02,0.0,,
Stanredtax,,,,,,,,,,GTX Basic,,,JDFQYP5L,Lajuana Vencill,Won,2017-06-02,2017-08-09,588.0,,
Condax,,,,,,,,,,GTX Plus Pro,,,06AIY3IS,Marty Freudenburg,Won,2017-06-02,2017-08-21,5712.0,,
Golddex,,,,,,,,,,GTX Plus Basic,,,4LQAN2JX,Maureen Marcano,Won,2017-06-02,2017-08-29,1046.0,,
Singletechno,,,,,,,,,,MG Special,,,84QGC91P,Maureen Marcano,Won,2017-06-02,2017-08-17,54.0,,
Xx-zobam,,,,,,,,,,GTXPro,,,98MASV7P,Reed Clapper,Won,2017-06-02,2017-08-12,4933.0,,
Umbrella Corporation,,,,,,,,,,MG Special,,,QFBBRJL5,Reed Clapper,Won,2017-06-02,2017-09-26,60.0,,
Zathunicon,,,,,,,,,,GTXPro,,,CUV49MUR,Violet Mclelland,Engaging,2017-06-02,,,,
Silis,,,,,,,,,,GTX Basic,,,XCGW5K0N,Violet Mclelland,Won,2017-06-02,2017-09-12,572.0,,
Condax,,,,,,,,,,MG Special,,,UUF8Z53N,Violet Mclelland,Won,2017-06-02,2017-08-30,55.0,,
Xx-zobam,,,,,,,,,,MG Special,,,J6MIKNYJ,Violet Mclelland,Won,2017-06-02,2017-08-22,51.0,,
Vehement Capital Partners,,,,,,,,,,GTX Plus Pro,,,3W4AWYSK,Cassey Cress,Lost,2017-06-03,2017-08-24,0.0,,
Opentech,,,,,,,,,,MG Special,,,VBN5T6F8,Cassey Cress,Won,2017-06-03,2017-08-31,59.0,,
Betasoloin,,,,,,,,,,GTXPro,,,W1J3L0EU,Daniell Hammack,Won,2017-06-03,2017-06-06,4492.0,,
Treequote,,,,,,,,,,GTX Basic,,,45CMXP2K,Darcel Schlecht,Lost,2017-06-03,2017-08-03,0.0,,
Codehow,,,,,,,,,,GTXPro,,,6OJAC85F,Darcel Schlecht,Lost,2017-06-03,2017-08-29,0.0,,
Zathunicon,,,,,,,,,,MG Advanced,,,K94WM7M4,Donn Cantrell,Lost,2017-06-03,2017-08-27,0.0,,
Plexzap,,,,,,,,,,GTX Basic,,,31KRB7R2,James Ascencio,Lost,2017-06-03,2017-08-12,0.0,,
Fasehatice,,,,,,,,,,GTXPro,,,5PG1KSKD,James Ascencio,Lost,2017-06-03,2017-08-06,0.0,,
Treequote,,,,,,,,,,GTX Basic,,,LDAXEBR0,Jonathan Berthelot,Won,2017-06-03,2017-06-22,639.0,,
Globex Corporation,,,,,,,,,,GTX Plus Basic,,,NGTMVX1C,Jonathan Berthelot,Won,2017-06-03,2017-06-21,1040.0,,
Finhigh,,,,,,,,,,GTXPro,,,SFBHZLHK,Jonathan Berthelot,Won,2017-06-03,2017-09-12,4138.0,,
Faxquote,,,,,,,,,,GTXPro,,,7VMOJBPN,Kami Bicknell,Engaging,2017-06-03,,,,
Plexzap,,,,,,,,,,GTX Plus Basic,,,13PPMGNM,Kami Bicknell,Lost,2017-06-03,2017-08-07,0.0,,
Funholding,,,,,,,,,,MG Special,,,6GY8Q8F0,Lajuana Vencill,Won,2017-06-03,2017-09-23,54.0,,
Inity,,,,,,,,,,MG Advanced,,,5JIXFMFY,Lajuana Vencill,Won,2017-06-03,2017-09-14,3438.0,,
Finjob,,,,,,,,,,GTXPro,,,JBY30BSR,Markita Hansen,Lost,2017-06-03,2017-08-05,0.0,,
Isdom,,,,,,,,,,GTX Plus Basic,,,69XL3JMB,Marty Freudenburg,Won,2017-06-03,2017-08-05,1017.0,,
Dalttechnology,,,,,,,,,,MG Special,,,YTGQKC7A,Rosalina Dieter,Engaging,2017-06-03,,,,
Singletechno,,,,,,,,,,MG Advanced,,,DYWMK8OF,Rosalina Dieter,Won,2017-06-03,2017-09-19,3314.0,,
Cancity,,,,,,,,,,MG Special,,,GG8XQD8Z,Versie Hillebrand,Lost,2017-06-03,2017-08-12,0.0,,
Rangreen,,,,,,,,,,MG Special,,,URT8A7OQ,Versie Hillebrand,Won,2017-06-03,2017-08-24,51.0,,
Kan-code,,,,,,,,,,MG Special,,,LGO0XF4X,Vicki Laflamme,Won,2017-06-03,2017-09-10,50.0,,
Zathunicon,,,,,,,,,,MG Special,,,Y46OEBEH,Violet Mclelland,Won,2017-06-03,2017-06-09,54.0,,
Scottech,,,,,,,,,,GTX Plus Pro,,,G54JJCMX,Anna Snelling,Lost,2017-06-04,2017-08-18,0.0,,
Rangreen,,,,,,,,,,MG Advanced,,,BPQ0358T,Anna Snelling,Lost,2017-06-04,2017-09-16,0.0,,
Condax,,,,,,,,,,GTXPro,,,EPH7L4K0,Boris Faz,Lost,2017-06-04,2017-09-05,0.0,,
Hottechi,,,,,,,,,,GTX Plus Basic,,,SMU4542Q,Cecily Lampkin,Lost,2017-06-04,2017-08-16,0.0,,
Ontomedia,,,,,,,,,,GTXPro,,,E884CL8B,Daniell Hammack,Won,2017-06-04,2017-06-17,4942.0,,
Initech,,,,,,,,,,MG Special,,,4K8N65EM,Donn Cantrell,Lost,2017-06-04,2017-08-06,0.0,,
Kan-code,,,,,,,,,,GTXPro,,,KVTBYOVD,Donn Cantrell,Won,2017-06-04,2017-06-14,4612.0,,
Zotware,,,,,,,,,,GTXPro,,,ZA6CBQAL,Donn Cantrell,Won,2017-06-04,2017-06-20,4308.0,,
Massive Dynamic,,,,,,,,,,MG Advanced,,,Y6YZXVTF,Donn Cantrell,Won,2017-06-04,2017-09-04,2876.0,,
Warephase,,,,,,,,,,GTX Plus Pro,,,SHETLR3T,Gladys Colclough,Won,2017-06-04,2017-08-30,4990.0,,
Scotfind,,,,,,,,,,GTX Plus Basic,,,EL03YRD0,Hayden Neloms,Lost,2017-06-04,2017-09-29,0.0,,
Sonron,,,,,,,,,,GTX Plus Basic,,,3KZUBSRU,Hayden Neloms,Won,2017-06-04,2017-09-09,1024.0,,
,,,,,,,,,,GTX Plus Basic,,,F8QQEW1W,Kami Bicknell,Engaging,2017-06-04,,,,
Lexiqvolax,,,,,,,,,,MG Special,,,FA6JQ4V2,Kami Bicknell,Won,2017-06-04,2017-09-16,53.0,,
,,,,,,,,,,GTX Basic,,,4LXUITP3,Kary Hendrixson,Engaging,2017-06-04,,,,
,,,,,,,,,,GTXPro,,,GXC8JN36,Kary Hendrixson,Engaging,2017-06-04,,,,
Zencorporation,,,,,,,,,,MG Special,,,XTE9XJTS,Kary Hendrixson,Engaging,2017-06-04,,,,
Singletechno,,,,,,,,,,GTX Plus Basic,,,N7WUBQR0,Kary Hendrixson,Lost,2017-06-04,2017-09-17,0.0,,
J-Texon,,,,,,,,,,GTX Basic,,,9KJ89VHI,Kary Hendrixson,Won,2017-06-04,2017-09-01,525.0,,
Nam-zim,,,,,,,,,,MG Special,,,N3CN7GCZ,Kary Hendrixson,Won,2017-06-04,2017-08-27,60.0,,
Scotfind,,,,,,,,,,GTX Plus Basic,,,KAHKF9H1,Markita Hansen,Won,2017-06-04,2017-06-08,967.0,,
Rantouch,,,,,,,,,,GTX Basic,,,P4UJ64QM,Maureen Marcano,Lost,2017-06-04,2017-08-14,0.0,,
Initech,,,,,,,,,,GTX Basic,,,IHF5GR01,Reed Clapper,Won,2017-06-04,2017-06-14,524.0,,
J-Texon,,,,,,,,,,MG Special,,,81DUFIPO,Rosalina Dieter,Won,2017-06-04,2017-09-10,57.0,,
Bubba Gump,,,,,,,,,,MG Advanced,,,58K44TMD,Rosie Papadopoulos,Lost,2017-06-04,2017-06-20,0.0,,
Warephase,,,,,,,,,,GTX Plus Pro,,,EEBOSTAA,Versie Hillebrand,Won,2017-06-04,2017-06-13,5056.0,,
Konex,,,,,,,,,,GTX Basic,,,9DDHZUZB,Vicki Laflamme,Won,2017-06-04,2017-06-08,600.0,,
Donware,,,,,,,,,,GTX Basic,,,IWLEND3K,Cassey Cress,Won,2017-06-05,2017-09-26,633.0,,
Vehement Capital Partners,,,,,,,,,,GTXPro,,,VICY80KW,Cassey Cress,Won,2017-06-05,2017-08-27,4994.0,,
Kan-code,,,,,,,,,,GTX Plus Basic,,,H35AXY3M,Corliss Cosme,Won,2017-06-05,2017-06-10,899.0,,
Scottech,,,,,,,,,,GTXPro,,,1UHFKBP6,Darcel Schlecht,Lost,2017-06-05,2017-08-06,0.0,,
dambase,,,,,,,,,,GTX Plus Pro,,,VF7DWQIH,Darcel Schlecht,Won,2017-06-05,2017-08-25,5421.0,,
Genco Pura Olive Oil Company,,,,,,,,,,GTXPro,,,C7NW3JB2,Darcel Schlecht,Won,2017-06-05,2017-08-23,5223.0,,
Rundofase,,,,,,,,,,GTXPro,,,SUABQAC0,Darcel Schlecht,Won,2017-06-05,2017-06-18,4794.0,,
Toughzap,,,,,,,,,,GTXPro,,,6JWA8DFJ,Darcel Schlecht,Won,2017-06-05,2017-09-06,4903.0,,
Dontechi,,,,,,,,,,MG Advanced,,,OEBJXZN6,Darcel Schlecht,Won,2017-06-05,2017-08-13,3625.0,,
Globex Corporation,,,,,,,,,,GTX Basic,,,QMUBRAT2,Gladys Colclough,Lost,2017-06-05,2017-08-28,0.0,,
Rundofase,,,,,,,,,,GTX Basic,,,W5P1OLUL,Jonathan Berthelot,Won,2017-06-05,2017-08-03,554.0,,
Singletechno,,,,,,,,,,GTX Basic,,,JP4H1WG4,Kami Bicknell,Lost,2017-06-05,2017-09-03,0.0,,
Sunnamplex,,,,,,,,,,GTX Basic,,,580XZTEO,Kami Bicknell,Lost,2017-06-05,2017-06-11,0.0,,
,,,,,,,,,,GTX Basic,,,PIFPDJMN,Kary Hendrixson,Engaging,2017-06-05,,,,
Hatfan,,,,,,,,,,GTXPro,,,MASS6JEE,Kary Hendrixson,Won,2017-06-05,2017-09-05,5039.0,,
Faxquote,,,,,,,,,,GTX Plus Basic,,,XNC9UMYH,Markita Hansen,Won,2017-06-05,2017-08-30,1169.0,,
Toughzap,,,,,,,,,,GTXPro,,,AUEAKRQV,Marty Freudenburg,Won,2017-06-05,2017-09-19,5055.0,,
Scottech,,,,,,,,,,MG Special,,,08Q8A6M9,Marty Freudenburg,Won,2017-06-05,2017-06-22,60.0,,
Condax,,,,,,,,,,GTX Plus Basic,,,6F8IL0XV,Maureen Marcano,Lost,2017-06-05,2017-08-27,0.0,,
Golddex,,,,,,,,,,GTX Basic,,,NTHLG5DT,Maureen Marcano,Won,2017-06-05,2017-09-08,595.0,,
Plexzap,,,,,,,,,,MG Advanced,,,Y5OZ7VOF,Maureen Marcano,Won,2017-06-05,2017-06-21,3227.0,,
Konmatfix,,,,,,,,,,GTX Plus Basic,,,9HLQVY37,Moses Frase,Lost,2017-06-05,2017-06-11,0.0,,
Ron-tech,,,,,,,,,,GTX Plus Basic,,,8C3LOLPY,Moses Frase,Lost,2017-06-05,2017-08-14,0.0,,
Hottechi,,,,,,,,,,MG Special,,,QMJHLT1V,Moses Frase,Won,2017-06-05,2017-09-20,59.0,,
Inity,,,,,,,,,,GTX Basic,,,Q5JU0LZJ,Niesha Huffines,Won,2017-06-05,2017-09-26,479.0,,
Globex Corporation,,,,,,,,,,MG Advanced,,,IRODLEGG,Niesha Huffines,Won,2017-06-05,2017-09-14,3449.0,,
Massive Dynamic,,,,,,,,,,MG Special,,,HTA6XLY3,Reed Clapper,Won,2017-06-05,2017-09-24,54.0,,
Hatfan,,,,,,,,,,MG Advanced,,,XW7J3TI2,Vicki Laflamme,Lost,2017-06-05,2017-08-14,0.0,,
Doncon,,,,,,,,,,MG Special,,,1BV5JLZV,Vicki Laflamme,Won,2017-06-05,2017-09-01,59.0,,
Acme Corporation,,,,,,,,,,MG Special,,,84D18IA1,Violet Mclelland,Lost,2017-06-05,2017-08-01,0.0,,
,,,,,,,,,,MG Special,,,7J0ZLDB1,Zane Levy,Engaging,2017-06-05,,,,
Finjob,,,,,,,,,,GTX Basic,,,41IM8V9E,Zane Levy,Lost,2017-06-05,2017-09-27,0.0,,
Streethex,,,,,,,,,,MG Special,,,NXFAXN16,Anna Snelling,Won,2017-06-06,2017-09-27,55.0,,
Initech,,,,,,,,,,MG Advanced,,,FXXEZ5U2,Cassey Cress,Won,2017-06-06,2017-08-09,3042.0,,
Ganjaflex,,,,,,,,,,GTXPro,,,3F81XLI7,Corliss Cosme,Won,2017-06-06,2017-08-11,4230.0,,
Initech,,,,,,,,,,GTX Plus Basic,,,ID4LC9V5,Daniell Hammack,Won,2017-06-06,2017-08-15,979.0,,
Zotware,,,,,,,,,,GTX Plus Basic,,,IPQFYK0E,Daniell Hammack,Won,2017-06-06,2017-06-17,1064.0,,
Xx-zobam,,,,,,,,,,GTXPro,,,UU0F81HS,Daniell Hammack,Won,2017-06-06,2017-08-20,5166.0,,
Bioplex,,,,,,,,,,GTX Plus Basic,,,7SBDZJF4,Donn Cantrell,Won,2017-06-06,2017-08-23,1036.0,,
Hottechi,,,,,,,,,,GTXPro,,,7UI7YX03,Elease Gluck,Won,2017-06-06,2017-08-06,4330.0,,
Hottechi,,,,,,,,,,MG Advanced,,,BNYWSG6W,Gladys Colclough,Won,2017-06-06,2017-09-13,3598.0,,
Goodsilron,,,,,,,,,,GTX Basic,,,RC1YCAEP,James Ascencio,Won,2017-06-06,2017-08-16,431.0,,
Funholding,,,,,,,,,,GTX Plus Basic,,,H6TY7RBJ,Jonathan Berthelot,Lost,2017-06-06,2017-08-28,0.0,,
Funholding,,,,,,,,,,GTX Basic,,,MU6NOSH1,Jonathan Berthelot,Won,2017-06-06,2017-06-17,624.0,,
Finhigh,,,,,,,,,,GTX Plus Basic,,,OFIORN0G,Jonathan Berthelot,Won,2017-06-06,2017-06-11,1140.0,,
Condax,,,,,,,,,,MG Special,,,PMHOZRJN,Kami Bicknell,Won,2017-06-06,2017-09-17,62.0,,
Fasehatice,,,,,,,,,,GTX Basic,,,7Z3Q8UYS,Kary Hendrixson,Lost,2017-06-06,2017-08-01,0.0,,
Streethex,,,,,,,,,,GTX Basic,,,YT9PLSVL,Lajuana Vencill,Won,2017-06-06,2017-09-15,584.0,,
Lexiqvolax,,,,,,,,,,MG Special,,,BQINW2LB,Markita Hansen,Lost,2017-06-06,2017-09-09,0.0,,
Goodsilron,,,,,,,,,,MG Special,,,BLFMYCVF,Markita Hansen,Won,2017-06-06,2017-08-19,57.0,,
Statholdings,,,,,,,,,,GTX Plus Basic,,,379SDV6Y,Niesha Huffines,Won,2017-06-06,2017-08-05,1267.0,,
Umbrella Corporation,,,,,,,,,,GTXPro,,,FE2AE2YO,Reed Clapper,Lost,2017-06-06,2017-06-11,0.0,,
,,,,,,,,,,MG Special,,,XQY4Z4KI,Rosie Papadopoulos,Engaging,2017-06-06,,,,
Plusstrip,,,,,,,,,,MG Special,,,2756CEOQ,Vicki Laflamme,Won,2017-06-06,2017-09-16,55.0,,
,,,,,,,,,,MG Advanced,,,9GYIYGHW,Violet Mclelland,Engaging,2017-06-06,,,,
Opentech,,,,,,,,,,MG Special,,,Z4CFFZAW,Violet Mclelland,Won,2017-06-06,2017-09-10,63.0,,
Donquadtech,,,,,,,,,,GTXPro,,,I967JINR,Wilburn Farren,Won,2017-06-06,2017-09-05,3961.0,,
Zathunicon,,,,,,,,,,MG Special,,,IE18U4NO,Wilburn Farren,Won,2017-06-06,2017-08-26,45.0,,
Warephase,,,,,,,,,,MG Special,,,JNIMHE7Y,Anna Snelling,Won,2017-06-07,2017-08-20,61.0,,
Bubba Gump,,,,,,,,,,MG Advanced,,,KUKJQX9Y,Cassey Cress,Lost,2017-06-07,2017-09-08,0.0,,
Isdom,,,,,,,,,,GTX Plus Basic,,,QCIG6H19,Darcel Schlecht,Won,2017-06-07,2017-08-31,1114.0,,
Zathunicon,,,,,,,,,,MG Advanced,,,DW29KM30,Elease Gluck,Engaging,2017-06-07,,,,
Kan-code,,,,,,,,,,GTX Basic,,,R7IIOFBH,Garret Kinder,Won,2017-06-07,2017-08-05,566.0,,
dambase,,,,,,,,,,MG Advanced,,,Q7ST5E1W,Gladys Colclough,Lost,2017-06-07,2017-08-20,0.0,,
Green-Plus,,,,,,,,,,MG Special,,,6MTURF7Q,Hayden Neloms,Won,2017-06-07,2017-06-21,56.0,,
Ron-tech,,,,,,,,,,GTX Basic,,,MWT1ZV0Y,Jonathan Berthelot,Won,2017-06-07,2017-06-18,627.0,,
,,,,,,,,,,MG Special,,,RKVXBXBM,Markita Hansen,Engaging,2017-06-07,,,,
Dalttechnology,,,,,,,,,,GTX Plus Basic,,,B7Q6Q7S2,Markita Hansen,Won,2017-06-07,2017-08-16,1101.0,,
Hottechi,,,,,,,,,,MG Advanced,,,3DYZN86H,Markita Hansen,Won,2017-06-07,2017-09-17,2979.0,,
Isdom,,,,,,,,,,MG Advanced,,,QYKTG5QA,Marty Freudenburg,Lost,2017-06-07,2017-09-04,0.0,,
Gekko & Co,,,,,,,,,,GTXPro,,,67CKCI5G,Reed Clapper,Lost,2017-06-07,2017-08-05,0.0,,
Warephase,,,,,,,,,,MG Advanced,,,2O1IK8VR,Versie Hillebrand,Won,2017-06-07,2017-06-17,3662.0,,
,,,,,,,,,,GTX Plus Pro,,,C6TQMD3C,Vicki Laflamme,Engaging,2017-06-07,,,,
,,,,,,,,,,MG Special,,,IQMW1VDP,Violet Mclelland,Engaging,2017-06-07,,,,
Conecom,,,,,,,,,,GTX Plus Basic,,,R9AVNYCO,Zane Levy,Engaging,2017-06-07,,,,
,,,,,,,,,,GTXPro,,,G1AKE0NR,Zane Levy,Engaging,2017-06-07,,,,
Dalttechnology,,,,,,,,,,GTXPro,,,N8NQK8K7,Zane Levy,Lost,2017-06-07,2017-08-22,0.0,,
Nam-zim,,,,,,,,,,GTXPro,,,V93EX6XU,Zane Levy,Won,2017-06-07,2017-08-17,5185.0,,
Umbrella Corporation,,,,,,,,,,MG Advanced,,,5QNUZYIL,Boris Faz,Won,2017-06-08,2017-06-24,3681.0,,
Dontechi,,,,,,,,,,MG Special,,,WX63AIMZ,Cecily Lampkin,Won,2017-06-08,2017-06-18,59.0,,
Finhigh,,,,,,,,,,MG Special,,,09P7O0LQ,Cecily Lampkin,Won,2017-06-08,2017-09-13,60.0,,
Bluth Company,,,,,,,,,,GTX Basic,,,GYS3APR7,Corliss Cosme,Won,2017-06-08,2017-08-05,602.0,,
Xx-zobam,,,,,,,,,,GTX Basic,,,9VF00HWL,Corliss Cosme,Won,2017-06-08,2017-08-12,515.0,,
Streethex,,,,,,,,,,GTXPro,,,UTJGDR3K,Darcel Schlecht,Lost,2017-06-08,2017-08-25,0.0,,
Ron-tech,,,,,,,,,,GTX Plus Pro,,,MD0SRXG4,Darcel Schlecht,Won,2017-06-08,2017-06-21,5175.0,,
Acme Corporation,,,,,,,,,,GTXPro,,,E0ITYYTG,Donn Cantrell,Lost,2017-06-08,2017-08-27,0.0,,
